"IndicatorCode","IndicatorName","VariableName","MeasurementName","CountryCode","Alpha3Code","CountryName","PeriodCode","Value",
"43","Уровень безработицы, %","Уровень безработицы","Проценты","398","KAZ","Казахстан","2006","7.8",
"43","Уровень безработицы, %","Уровень безработицы","Проценты","398","KAZ","Казахстан","2007","7.3",
"43","Уровень безработицы, %","Уровень безработицы","Проценты","398","KAZ","Казахстан","2008","6.6",
"43","Уровень безработицы, %","Уровень безработицы","Проценты","398","KAZ","Казахстан","2009","6.6",
"43","Уровень безработицы, %","Уровень безработицы","Проценты","398","KAZ","Казахстан","2010","5.8",
"43","Уровень безработицы, %","Уровень безработицы","Проценты","398","KAZ","Казахстан","2011","5.4",
"43","Уровень безработицы, %","Уровень безработицы","Проценты","398","KAZ","Казахстан","2012","5.3",
"43","Уровень безработицы, %","Уровень безработицы","Проценты","398","KAZ","Казахстан","2013","5.2",
"43","Уровень безработицы, %","Уровень безработицы","Проценты","398","KAZ","Казахстан","2014","5.0",
"43","Уровень безработицы, %","Уровень безработицы","Проценты","398","KAZ","Казахстан","2015","5.0",
"43","Уровень безработицы, %","Уровень безработицы","Проценты","398","KAZ","Казахстан","2016","5.0",
"43","Уровень безработицы, %","Уровень безработицы","Проценты","398","KAZ","Казахстан","2017","4.9",
"43","Уровень безработицы, %","Уровень безработицы","Проценты","398","KAZ","Казахстан","2018","4.9",
"43","Уровень безработицы, %","Уровень безработицы","Проценты","398","KAZ","Казахстан","2019","4.8",
"43","Уровень безработицы, %","Уровень безработицы","Проценты","398","KAZ","Казахстан","2020","..",
"43","Уровень безработицы, %","Уровень безработицы","Проценты","124","CAN","Канада","2005","6.8",
"43","Уровень безработицы, %","Уровень безработицы","Проценты","124","CAN","Канада","2006","6.3",
"43","Уровень безработицы, %","Уровень безработицы","Проценты","124","CAN","Канада","2007","6.0",
"43","Уровень безработицы, %","Уровень безработицы","Проценты","124","CAN","Канада","2008","6.1",
"43","Уровень безработицы, %","Уровень безработицы","Проценты","124","CAN","Канада","2009","8.3",
"43","Уровень безработицы, %","Уровень безработицы","Проценты","124","CAN","Канада","2010","8.1",
"43","Уровень безработицы, %","Уровень безработицы","Проценты","124","CAN","Канада","2011","7.5",
"43","Уровень безработицы, %","Уровень безработицы","Проценты","124","CAN","Канада","2012","7.3",
"43","Уровень безработицы, %","Уровень безработицы","Проценты","124","CAN","Канада","2013","7.1",
"43","Уровень безработицы, %","Уровень безработицы","Проценты","124","CAN","Канада","2014","6.9",
"43","Уровень безработицы, %","Уровень безработицы","Проценты","124","CAN","Канада","2015","6.9",
"43","Уровень безработицы, %","Уровень безработицы","Проценты","124","CAN","Канада","2016","7.0",
"43","Уровень безработицы, %","Уровень безработицы","Проценты","124","CAN","Канада","2017","6.3",
"43","Уровень безработицы, %","Уровень безработицы","Проценты","124","CAN","Канада","2018","5.8",
"43","Уровень безработицы, %","Уровень безработицы","Проценты","124","CAN","Канада","2019","..",
"43","Уровень безработицы, %","Уровень безработицы","Проценты","124","CAN","Канада","2020","..",
"43","Уровень безработицы, %","Уровень безработицы","Проценты","196","CYP","Кипр","2005","5.3",
"43","Уровень безработицы, %","Уровень безработицы","Проценты","196","CYP","Кипр","2006","4.6",
"43","Уровень безработицы, %","Уровень безработицы","Проценты","196","CYP","Кипр","2007","3.9",
"43","Уровень безработицы, %","Уровень безработицы","Проценты","196","CYP","Кипр","2008","3.7",
"43","Уровень безработицы, %","Уровень безработицы","Проценты","196","CYP","Кипр","2009","5.4",
"43","Уровень безработицы, %","Уровень безработицы","Проценты","196","CYP","Кипр","2010","6.3",
"43","Уровень безработицы, %","Уровень безработицы","Проценты","196","CYP","Кипр","2011","7.9",
"43","Уровень безработицы, %","Уровень безработицы","Проценты","196","CYP","Кипр","2012","11.9",
"43","Уровень безработицы, %","Уровень безработицы","Проценты","196","CYP","Кипр","2013","15.9",
"43","Уровень безработицы, %","Уровень безработицы","Проценты","196","CYP","Кипр","2014","16.1",
"43","Уровень безработицы, %","Уровень безработицы","Проценты","196","CYP","Кипр","2015","15.0",
"43","Уровень безработицы, %","Уровень безработицы","Проценты","196","CYP","Кипр","2016","13.0",
"43","Уровень безработицы, %","Уровень безработицы","Проценты","196","CYP","Кипр","2017","11.1",
"43","Уровень безработицы, %","Уровень безработицы","Проценты","196","CYP","Кипр","2018","8.4",
"43","Уровень безработицы, %","Уровень безработицы","Проценты","196","CYP","Кипр","2019","7.1",
"43","Уровень безработицы, %","Уровень безработицы","Проценты","196","CYP","Кипр","2020","7.6",
"43","Уровень безработицы, %","Уровень безработицы","Проценты","417","KGZ","Кыргызстан","2005","8.1",
"43","Уровень безработицы, %","Уровень безработицы","Проценты","417","KGZ","Кыргызстан","2006","8.3",
"43","Уровень безработицы, %","Уровень безработицы","Проценты","417","KGZ","Кыргызстан","2007","8.2",
"43","Уровень безработицы, %","Уровень безработицы","Проценты","417","KGZ","Кыргызстан","2008","8.2",
"43","Уровень безработицы, %","Уровень безработицы","Проценты","417","KGZ","Кыргызстан","2009","8.4",
"43","Уровень безработицы, %","Уровень безработицы","Проценты","417","KGZ","Кыргызстан","2010","8.6",
"43","Уровень безработицы, %","Уровень безработицы","Проценты","417","KGZ","Кыргызстан","2011","8.5",
"43","Уровень безработицы, %","Уровень безработицы","Проценты","417","KGZ","Кыргызстан","2012","8.4",
"43","Уровень безработицы, %","Уровень безработицы","Проценты","417","KGZ","Кыргызстан","2013","8.3",
"43","Уровень безработицы, %","Уровень безработицы","Проценты","417","KGZ","Кыргызстан","2014","8.0",
"43","Уровень безработицы, %","Уровень безработицы","Проценты","417","KGZ","Кыргызстан","2015","7.6",
"43","Уровень безработицы, %","Уровень безработицы","Проценты","417","KGZ","Кыргызстан","2016","7.2",
"43","Уровень безработицы, %","Уровень безработицы","Проценты","417","KGZ","Кыргызстан","2017","6.9",
"43","Уровень безработицы, %","Уровень безработицы","Проценты","417","KGZ","Кыргызстан","2018","6.2",
"43","Уровень безработицы, %","Уровень безработицы","Проценты","417","KGZ","Кыргызстан","2019","5.5",
"43","Уровень безработицы, %","Уровень безработицы","Проценты","417","KGZ","Кыргызстан","2020","..",
"43","Уровень безработицы, %","Уровень безработицы","Проценты","428","LVA","Латвия","2005","10.0",
"43","Уровень безработицы, %","Уровень безработицы","Проценты","428","LVA","Латвия","2006","7.0",
"43","Уровень безработицы, %","Уровень безработицы","Проценты","428","LVA","Латвия","2007","6.1",
"43","Уровень безработицы, %","Уровень безработицы","Проценты","428","LVA","Латвия","2008","7.7",
"43","Уровень безработицы, %","Уровень безработицы","Проценты","428","LVA","Латвия","2009","17.7",
"43","Уровень безработицы, %","Уровень безработицы","Проценты","428","LVA","Латвия","2010","19.7",
"43","Уровень безработицы, %","Уровень безработицы","Проценты","428","LVA","Латвия","2011","16.3",
"43","Уровень безработицы, %","Уровень безработицы","Проценты","428","LVA","Латвия","2012","15.1",
"43","Уровень безработицы, %","Уровень безработицы","Проценты","428","LVA","Латвия","2013","11.9",
"43","Уровень безработицы, %","Уровень безработицы","Проценты","428","LVA","Латвия","2014","10.9",
"43","Уровень безработицы, %","Уровень безработицы","Проценты","428","LVA","Латвия","2015","9.9",
"43","Уровень безработицы, %","Уровень безработицы","Проценты","428","LVA","Латвия","2016","9.7",
"43","Уровень безработицы, %","Уровень безработицы","Проценты","428","LVA","Латвия","2017","8.7",
"43","Уровень безработицы, %","Уровень безработицы","Проценты","428","LVA","Латвия","2018","7.4",
"43","Уровень безработицы, %","Уровень безработицы","Проценты","428","LVA","Латвия","2019","6.3",
"43","Уровень безработицы, %","Уровень безработицы","Проценты","428","LVA","Латвия","2020","8.1",
"43","Уровень безработицы, %","Уровень безработицы","Проценты","440","LTU","Литва","2005","8.3",
"43","Уровень безработицы, %","Уровень безработицы","Проценты","440","LTU","Литва","2006","5.8",
"43","Уровень безработицы, %","Уровень безработицы","Проценты","440","LTU","Литва","2007","4.3",
"43","Уровень безработицы, %","Уровень безработицы","Проценты","440","LTU","Литва","2008","5.8",
"43","Уровень безработицы, %","Уровень безработицы","Проценты","440","LTU","Литва","2009","13.8",
"43","Уровень безработицы, %","Уровень безработицы","Проценты","440","LTU","Литва","2010","17.8",
"43","Уровень безработицы, %","Уровень безработицы","Проценты","440","LTU","Литва","2011","15.4",
"43","Уровень безработицы, %","Уровень безработицы","Проценты","440","LTU","Литва","2012","13.4",
"43","Уровень безработицы, %","Уровень безработицы","Проценты","440","LTU","Литва","2013","11.8",
"43","Уровень безработицы, %","Уровень безработицы","Проценты","440","LTU","Литва","2014","10.7",
"43","Уровень безработицы, %","Уровень безработицы","Проценты","440","LTU","Литва","2015","9.1",
"43","Уровень безработицы, %","Уровень безработицы","Проценты","440","LTU","Литва","2016","7.9",
"43","Уровень безработицы, %","Уровень безработицы","Проценты","440","LTU","Литва","2017","7.1",
"43","Уровень безработицы, %","Уровень безработицы","Проценты","440","LTU","Литва","2018","6.2",
"43","Уровень безработицы, %","Уровень безработицы","Проценты","440","LTU","Литва","2019","6.3",
"43","Уровень безработицы, %","Уровень безработицы","Проценты","440","LTU","Литва","2020","8.5",
"43","Уровень безработицы, %","Уровень безработицы","Проценты","438","LIE","Лихтенштейн","2005","2.4",
"43","Уровень безработицы, %","Уровень безработицы","Проценты","438","LIE","Лихтенштейн","2006","3.2",
"43","Уровень безработицы, %","Уровень безработицы","Проценты","438","LIE","Лихтенштейн","2007","2.9",
"43","Уровень безработицы, %","Уровень безработицы","Проценты","438","LIE","Лихтенштейн","2008","2.3",
"43","Уровень безработицы, %","Уровень безработицы","Проценты","438","LIE","Лихтенштейн","2009","2.8",
"43","Уровень безработицы, %","Уровень безработицы","Проценты","438","LIE","Лихтенштейн","2010","2.6",
"43","Уровень безработицы, %","Уровень безработицы","Проценты","438","LIE","Лихтенштейн","2011","2.3",
"43","Уровень безработицы, %","Уровень безработицы","Проценты","438","LIE","Лихтенштейн","2012","2.4",
"43","Уровень безработицы, %","Уровень безработицы","Проценты","438","LIE","Лихтенштейн","2013","2.5",
"43","Уровень безработицы, %","Уровень безработицы","Проценты","438","LIE","Лихтенштейн","2014","2.4",
"43","Уровень безработицы, %","Уровень безработицы","Проценты","438","LIE","Лихтенштейн","2015","2.4",
"43","Уровень безработицы, %","Уровень безработицы","Проценты","438","LIE","Лихтенштейн","2016","2.3",
"43","Уровень безработицы, %","Уровень безработицы","Проценты","438","LIE","Лихтенштейн","2017","1.9",
"43","Уровень безработицы, %","Уровень безработицы","Проценты","438","LIE","Лихтенштейн","2018","1.7",
"43","Уровень безработицы, %","Уровень безработицы","Проценты","438","LIE","Лихтенштейн","2019","1.5",
"43","Уровень безработицы, %","Уровень безработицы","Проценты","438","LIE","Лихтенштейн","2020","1.9",
"43","Уровень безработицы, %","Уровень безработицы","Проценты","442","LUX","Люксембург","2005","4.5",
"43","Уровень безработицы, %","Уровень безработицы","Проценты","442","LUX","Люксембург","2006","4.7",
"43","Уровень безработицы, %","Уровень безработицы","Проценты","442","LUX","Люксембург","2007","4.1",
"43","Уровень безработицы, %","Уровень безработицы","Проценты","442","LUX","Люксембург","2008","5.1",
"43","Уровень безработицы, %","Уровень безработицы","Проценты","442","LUX","Люксембург","2009","5.1",
"43","Уровень безработицы, %","Уровень безработицы","Проценты","442","LUX","Люксембург","2010","4.4",
"43","Уровень безработицы, %","Уровень безработицы","Проценты","442","LUX","Люксембург","2011","4.9",
"43","Уровень безработицы, %","Уровень безработицы","Проценты","442","LUX","Люксембург","2012","5.1",
"43","Уровень безработицы, %","Уровень безработицы","Проценты","442","LUX","Люксембург","2013","5.9",
"43","Уровень безработицы, %","Уровень безработицы","Проценты","442","LUX","Люксембург","2014","5.9",
"43","Уровень безработицы, %","Уровень безработицы","Проценты","442","LUX","Люксембург","2015","6.7",
"43","Уровень безработицы, %","Уровень безработицы","Проценты","442","LUX","Люксембург","2016","6.3",
"43","Уровень безработицы, %","Уровень безработицы","Проценты","442","LUX","Люксембург","2017","5.5",
"43","Уровень безработицы, %","Уровень безработицы","Проценты","442","LUX","Люксембург","2018","5.6",
"43","Уровень безработицы, %","Уровень безработицы","Проценты","442","LUX","Люксембург","2019","5.6",
"43","Уровень безработицы, %","Уровень безработицы","Проценты","442","LUX","Люксембург","2020","6.8",
"43","Уровень безработицы, %","Уровень безработицы","Проценты","470","MLT","Мальта","2005","6.9",
"43","Уровень безработицы, %","Уровень безработицы","Проценты","470","MLT","Мальта","2006","6.8",
"43","Уровень безработицы, %","Уровень безработицы","Проценты","470","MLT","Мальта","2007","6.5",
"43","Уровень безработицы, %","Уровень безработицы","Проценты","470","MLT","Мальта","2008","6.0",
"43","Уровень безработицы, %","Уровень безработицы","Проценты","470","MLT","Мальта","2009","6.9",
"43","Уровень безработицы, %","Уровень безработицы","Проценты","470","MLT","Мальта","2010","6.9",
"43","Уровень безработицы, %","Уровень безработицы","Проценты","470","MLT","Мальта","2011","6.4",
"43","Уровень безработицы, %","Уровень безработицы","Проценты","470","MLT","Мальта","2012","6.2",
"43","Уровень безработицы, %","Уровень безработицы","Проценты","470","MLT","Мальта","2013","6.1",
"43","Уровень безработицы, %","Уровень безработицы","Проценты","470","MLT","Мальта","2014","5.7",
"43","Уровень безработицы, %","Уровень безработицы","Проценты","470","MLT","Мальта","2015","5.4",
"43","Уровень безработицы, %","Уровень безработицы","Проценты","470","MLT","Мальта","2016","4.7",
"43","Уровень безработицы, %","Уровень безработицы","Проценты","470","MLT","Мальта","2017","4.0",
"43","Уровень безработицы, %","Уровень безработицы","Проценты","470","MLT","Мальта","2018","3.7",
"43","Уровень безработицы, %","Уровень безработицы","Проценты","470","MLT","Мальта","2019","3.6",
"43","Уровень безработицы, %","Уровень безработицы","Проценты","470","MLT","Мальта","2020","4.4",
"43","Уровень безработицы, %","Уровень безработицы","Проценты","528","NLD","Нидерланды","2005","5.9",
"43","Уровень безработицы, %","Уровень безработицы","Проценты","528","NLD","Нидерланды","2006","5.0",
"43","Уровень безработицы, %","Уровень безработицы","Проценты","528","NLD","Нидерланды","2007","4.2",
"43","Уровень безработицы, %","Уровень безработицы","Проценты","528","NLD","Нидерланды","2008","3.7",
"43","Уровень безработицы, %","Уровень безработицы","Проценты","528","NLD","Нидерланды","2009","4.4",
"43","Уровень безработицы, %","Уровень безработицы","Проценты","528","NLD","Нидерланды","2010","5.0",
"43","Уровень безработицы, %","Уровень безработицы","Проценты","528","NLD","Нидерланды","2011","5.0",
"43","Уровень безработицы, %","Уровень безработицы","Проценты","528","NLD","Нидерланды","2012","5.8",
"43","Уровень безработицы, %","Уровень безработицы","Проценты","528","NLD","Нидерланды","2013","7.3",
"43","Уровень безработицы, %","Уровень безработицы","Проценты","528","NLD","Нидерланды","2014","7.4",
"43","Уровень безработицы, %","Уровень безработицы","Проценты","528","NLD","Нидерланды","2015","6.9",
"43","Уровень безработицы, %","Уровень безработицы","Проценты","528","NLD","Нидерланды","2016","6.0",
"43","Уровень безработицы, %","Уровень безработицы","Проценты","528","NLD","Нидерланды","2017","4.9",
"43","Уровень безработицы, %","Уровень безработицы","Проценты","528","NLD","Нидерланды","2018","3.8",
"43","Уровень безработицы, %","Уровень безработицы","Проценты","528","NLD","Нидерланды","2019","3.4",
"43","Уровень безработицы, %","Уровень безработицы","Проценты","528","NLD","Нидерланды","2020","3.8",
"43","Уровень безработицы, %","Уровень безработицы","Проценты","578","NOR","Норвегия","2005","4.4",
"43","Уровень безработицы, %","Уровень безработицы","Проценты","578","NOR","Норвегия","2006","3.4",
"43","Уровень безработицы, %","Уровень безработицы","Проценты","578","NOR","Норвегия","2007","2.5",
"43","Уровень безработицы, %","Уровень безработицы","Проценты","578","NOR","Норвегия","2008","2.5",
"43","Уровень безработицы, %","Уровень безработицы","Проценты","578","NOR","Норвегия","2009","3.1",
"43","Уровень безработицы, %","Уровень безработицы","Проценты","578","NOR","Норвегия","2010","3.5",
"43","Уровень безработицы, %","Уровень безработицы","Проценты","578","NOR","Норвегия","2011","3.2",
"43","Уровень безработицы, %","Уровень безработицы","Проценты","578","NOR","Норвегия","2012","3.1",
"43","Уровень безработицы, %","Уровень безработицы","Проценты","578","NOR","Норвегия","2013","3.4",
"43","Уровень безработицы, %","Уровень безработицы","Проценты","578","NOR","Норвегия","2014","3.5",
"43","Уровень безработицы, %","Уровень безработицы","Проценты","578","NOR","Норвегия","2015","4.3",
"43","Уровень безработицы, %","Уровень безработицы","Проценты","578","NOR","Норвегия","2016","4.7",
"43","Уровень безработицы, %","Уровень безработицы","Проценты","578","NOR","Норвегия","2017","4.2",
"43","Уровень безработицы, %","Уровень безработицы","Проценты","578","NOR","Норвегия","2018","3.8",
"43","Уровень безработицы, %","Уровень безработицы","Проценты","578","NOR","Норвегия","2019","3.7",
"43","Уровень безработицы, %","Уровень безработицы","Проценты","578","NOR","Норвегия","2020","4.4",
"43","Уровень безработицы, %","Уровень безработицы","Проценты","616","POL","Польша","2005","17.8",
"43","Уровень безработицы, %","Уровень безработицы","Проценты","616","POL","Польша","2006","13.9",
"43","Уровень безработицы, %","Уровень безработицы","Проценты","616","POL","Польша","2007","9.6",
"43","Уровень безработицы, %","Уровень безработицы","Проценты","616","POL","Польша","2008","7.1",
"43","Уровень безработицы, %","Уровень безработицы","Проценты","616","POL","Польша","2009","8.5",
"43","Уровень безработицы, %","Уровень безработицы","Проценты","616","POL","Польша","2010","10.0",
"43","Уровень безработицы, %","Уровень безработицы","Проценты","616","POL","Польша","2011","10.0",
"43","Уровень безработицы, %","Уровень безработицы","Проценты","616","POL","Польша","2012","10.4",
"43","Уровень безработицы, %","Уровень безработицы","Проценты","616","POL","Польша","2013","10.6",
"43","Уровень безработицы, %","Уровень безработицы","Проценты","616","POL","Польша","2014","9.2",
"43","Уровень безработицы, %","Уровень безработицы","Проценты","616","POL","Польша","2015","7.7",
"43","Уровень безработицы, %","Уровень безработицы","Проценты","616","POL","Польша","2016","6.3",
"43","Уровень безработицы, %","Уровень безработицы","Проценты","616","POL","Польша","2017","5.0",
"43","Уровень безработицы, %","Уровень безработицы","Проценты","616","POL","Польша","2018","3.9",
"43","Уровень безработицы, %","Уровень безработицы","Проценты","616","POL","Польша","2019","3.3",
"43","Уровень безработицы, %","Уровень безработицы","Проценты","616","POL","Польша","2020","3.2",
"43","Уровень безработицы, %","Уровень безработицы","Проценты","620","PRT","Португалия","2005","7.7",
"43","Уровень безработицы, %","Уровень безработицы","Проценты","620","PRT","Португалия","2006","7.8",
"43","Уровень безработицы, %","Уровень безработицы","Проценты","620","PRT","Португалия","2007","8.1",
"43","Уровень безработицы, %","Уровень безработицы","Проценты","620","PRT","Португалия","2008","7.7",
"43","Уровень безработицы, %","Уровень безработицы","Проценты","620","PRT","Португалия","2009","11.2",
"43","Уровень безработицы, %","Уровень безработицы","Проценты","620","PRT","Португалия","2010","12.6",
"43","Уровень безработицы, %","Уровень безработицы","Проценты","620","PRT","Португалия","2011","13.5",
"43","Уровень безработицы, %","Уровень безработицы","Проценты","620","PRT","Португалия","2012","16.6",
"43","Уровень безработицы, %","Уровень безработицы","Проценты","620","PRT","Португалия","2013","17.2",
"43","Уровень безработицы, %","Уровень безработицы","Проценты","620","PRT","Португалия","2014","14.6",
"43","Уровень безработицы, %","Уровень безработицы","Проценты","620","PRT","Португалия","2015","13.0",
"43","Уровень безработицы, %","Уровень безработицы","Проценты","620","PRT","Португалия","2016","11.5",
"43","Уровень безработицы, %","Уровень безработицы","Проценты","620","PRT","Португалия","2017","9.2",
"43","Уровень безработицы, %","Уровень безработицы","Проценты","620","PRT","Португалия","2018","7.2",
"43","Уровень безработицы, %","Уровень безработицы","Проценты","620","PRT","Португалия","2019","6.7",
"43","Уровень безработицы, %","Уровень безработицы","Проценты","620","PRT","Португалия","2020","7.0",
"43","Уровень безработицы, %","Уровень безработицы","Проценты","498","MDA","Республика Молдова","2005","7.3",
"43","Уровень безработицы, %","Уровень безработицы","Проценты","498","MDA","Республика Молдова","2006","7.6",
"43","Уровень безработицы, %","Уровень безработицы","Проценты","498","MDA","Республика Молдова","2007","5.1",
"43","Уровень безработицы, %","Уровень безработицы","Проценты","498","MDA","Республика Молдова","2008","4.0",
"43","Уровень безработицы, %","Уровень безработицы","Проценты","498","MDA","Республика Молдова","2009","6.4",
"43","Уровень безработицы, %","Уровень безработицы","Проценты","498","MDA","Республика Молдова","2010","7.4",
"43","Уровень безработицы, %","Уровень безработицы","Проценты","498","MDA","Республика Молдова","2011","6.8",
"43","Уровень безработицы, %","Уровень безработицы","Проценты","498","MDA","Республика Молдова","2012","5.6",
"43","Уровень безработицы, %","Уровень безработицы","Проценты","498","MDA","Республика Молдова","2013","5.2",
"43","Уровень безработицы, %","Уровень безработицы","Проценты","498","MDA","Республика Молдова","2014","4.0",
"43","Уровень безработицы, %","Уровень безработицы","Проценты","498","MDA","Республика Молдова","2015","5.0",
"43","Уровень безработицы, %","Уровень безработицы","Проценты","498","MDA","Республика Молдова","2016","4.2",
"43","Уровень безработицы, %","Уровень безработицы","Проценты","498","MDA","Республика Молдова","2017","4.1",
"43","Уровень безработицы, %","Уровень безработицы","Проценты","498","MDA","Республика Молдова","2018","3.0",
"43","Уровень безработицы, %","Уровень безработицы","Проценты","498","MDA","Республика Молдова","2019","5.1",
"43","Уровень безработицы, %","Уровень безработицы","Проценты","498","MDA","Республика Молдова","2020","..",
"43","Уровень безработицы, %","Уровень безработицы","Проценты","643","RUS","Российская Федерация","2005","7.1",
"43","Уровень безработицы, %","Уровень безработицы","Проценты","643","RUS","Российская Федерация","2006","7.1",
"43","Уровень безработицы, %","Уровень безработицы","Проценты","643","RUS","Российская Федерация","2007","6.0",
"43","Уровень безработицы, %","Уровень безработицы","Проценты","643","RUS","Российская Федерация","2008","6.2",
"43","Уровень безработицы, %","Уровень безработицы","Проценты","643","RUS","Российская Федерация","2009","8.3",
"43","Уровень безработицы, %","Уровень безработицы","Проценты","643","RUS","Российская Федерация","2010","7.3",
"43","Уровень безработицы, %","Уровень безработицы","Проценты","643","RUS","Российская Федерация","2011","6.5",
"43","Уровень безработицы, %","Уровень безработицы","Проценты","643","RUS","Российская Федерация","2012","5.5",
"43","Уровень безработицы, %","Уровень безработицы","Проценты","643","RUS","Российская Федерация","2013","5.5",
"43","Уровень безработицы, %","Уровень безработицы","Проценты","643","RUS","Российская Федерация","2014","..",
"43","Уровень безработицы, %","Уровень безработицы","Проценты","643","RUS","Российская Федерация","2015","..",
"43","Уровень безработицы, %","Уровень безработицы","Проценты","643","RUS","Российская Федерация","2016","..",
"43","Уровень безработицы, %","Уровень безработицы","Проценты","643","RUS","Российская Федерация","2017","..",
"43","Уровень безработицы, %","Уровень безработицы","Проценты","643","RUS","Российская Федерация","2018","..",
"43","Уровень безработицы, %","Уровень безработицы","Проценты","643","RUS","Российская Федерация","2019","..",
"43","Уровень безработицы, %","Уровень безработицы","Проценты","643","RUS","Российская Федерация","2020","..",
"43","Уровень безработицы, %","Уровень безработицы","Проценты","642","ROU","Румыния","2005","7.2",
"43","Уровень безработицы, %","Уровень безработицы","Проценты","642","ROU","Румыния","2006","7.3",
"43","Уровень безработицы, %","Уровень безработицы","Проценты","642","ROU","Румыния","2007","6.4",
"43","Уровень безработицы, %","Уровень безработицы","Проценты","642","ROU","Румыния","2008","5.8",
"43","Уровень безработицы, %","Уровень безработицы","Проценты","642","ROU","Румыния","2009","8.4",
"43","Уровень безработицы, %","Уровень безработицы","Проценты","642","ROU","Румыния","2010","9.0",
"43","Уровень безработицы, %","Уровень безработицы","Проценты","642","ROU","Румыния","2011","9.1",
"43","Уровень безработицы, %","Уровень безработицы","Проценты","642","ROU","Румыния","2012","8.7",
"43","Уровень безработицы, %","Уровень безработицы","Проценты","642","ROU","Румыния","2013","9.0",
"43","Уровень безработицы, %","Уровень безработицы","Проценты","642","ROU","Румыния","2014","8.6",
"43","Уровень безработицы, %","Уровень безработицы","Проценты","642","ROU","Румыния","2015","8.4",
"43","Уровень безработицы, %","Уровень безработицы","Проценты","642","ROU","Румыния","2016","7.2",
"43","Уровень безработицы, %","Уровень безработицы","Проценты","642","ROU","Румыния","2017","6.1",
"43","Уровень безработицы, %","Уровень безработицы","Проценты","642","ROU","Румыния","2018","5.3",
"43","Уровень безработицы, %","Уровень безработицы","Проценты","642","ROU","Румыния","2019","4.9",
"43","Уровень безработицы, %","Уровень безработицы","Проценты","642","ROU","Румыния","2020","6.1",
"43","Уровень безработицы, %","Уровень безработицы","Проценты","674","SMR","Сан-Марино","2005","..",
"43","Уровень безработицы, %","Уровень безработицы","Проценты","674","SMR","Сан-Марино","2006","..",
"43","Уровень безработицы, %","Уровень безработицы","Проценты","674","SMR","Сан-Марино","2007","..",
"43","Уровень безработицы, %","Уровень безработицы","Проценты","674","SMR","Сан-Марино","2008","..",
"43","Уровень безработицы, %","Уровень безработицы","Проценты","674","SMR","Сан-Марино","2009","..",
"43","Уровень безработицы, %","Уровень безработицы","Проценты","674","SMR","Сан-Марино","2010","3.6",
"43","Уровень безработицы, %","Уровень безработицы","Проценты","674","SMR","Сан-Марино","2011","3.7",
"43","Уровень безработицы, %","Уровень безработицы","Проценты","674","SMR","Сан-Марино","2012","5.2",
"43","Уровень безработицы, %","Уровень безработицы","Проценты","674","SMR","Сан-Марино","2013","6.1",
"43","Уровень безработицы, %","Уровень безработицы","Проценты","674","SMR","Сан-Марино","2014","6.6",
"43","Уровень безработицы, %","Уровень безработицы","Проценты","674","SMR","Сан-Марино","2015","7.0",
"43","Уровень безработицы, %","Уровень безработицы","Проценты","674","SMR","Сан-Марино","2016","8.6",
"43","Уровень безработицы, %","Уровень безработицы","Проценты","674","SMR","Сан-Марино","2017","8.1",
"43","Уровень безработицы, %","Уровень безработицы","Проценты","674","SMR","Сан-Марино","2018","7.8",
"43","Уровень безработицы, %","Уровень безработицы","Проценты","674","SMR","Сан-Марино","2019","7.5",
"43","Уровень безработицы, %","Уровень безработицы","Проценты","674","SMR","Сан-Марино","2020","7.3",
"43","Уровень безработицы, %","Уровень безработицы","Проценты","807","MKD","Северная Македония","2005","37.3",
"43","Уровень безработицы, %","Уровень безработицы","Проценты","807","MKD","Северная Македония","2006","36.0",
"43","Уровень безработицы, %","Уровень безработицы","Проценты","807","MKD","Северная Македония","2007","34.9",
"43","Уровень безработицы, %","Уровень безработицы","Проценты","807","MKD","Северная Македония","2008","33.8",
"43","Уровень безработицы, %","Уровень безработицы","Проценты","807","MKD","Северная Македония","2009","32.2",
"43","Уровень безработицы, %","Уровень безработицы","Проценты","807","MKD","Северная Македония","2010","32.0",
"43","Уровень безработицы, %","Уровень безработицы","Проценты","807","MKD","Северная Македония","2011","31.4",
"43","Уровень безработицы, %","Уровень безработицы","Проценты","807","MKD","Северная Македония","2012","31.0",
"43","Уровень безработицы, %","Уровень безработицы","Проценты","807","MKD","Северная Македония","2013","29.0",
"43","Уровень безработицы, %","Уровень безработицы","Проценты","807","MKD","Северная Македония","2014","28.0",
"43","Уровень безработицы, %","Уровень безработицы","Проценты","807","MKD","Северная Македония","2015","26.1",
"43","Уровень безработицы, %","Уровень безработицы","Проценты","807","MKD","Северная Македония","2016","23.8",
"43","Уровень безработицы, %","Уровень безработицы","Проценты","807","MKD","Северная Македония","2017","22.4",
"43","Уровень безработицы, %","Уровень безработицы","Проценты","807","MKD","Северная Македония","2018","..",
"43","Уровень безработицы, %","Уровень безработицы","Проценты","807","MKD","Северная Македония","2019","..",
"43","Уровень безработицы, %","Уровень безработицы","Проценты","807","MKD","Северная Македония","2020","..",
"43","Уровень безработицы, %","Уровень безработицы","Проценты","688","SRB","Сербия","2005","20.8",
"43","Уровень безработицы, %","Уровень безработицы","Проценты","688","SRB","Сербия","2006","20.9",
"43","Уровень безработицы, %","Уровень безработицы","Проценты","688","SRB","Сербия","2007","18.1",
